State,District,Population,Males,Females,Growth from1991 to 2001.,Number.of.households,Household.size..per.household.,Sex ratio of females per 1000 males,Sex ratio for age 0-6 years,Percentage.to.total.population..ST.,Religion1.Name,Religion1.Population,Religion2.Name,Religion2.Population,Religion3.Name,Religion3.Population,Population literacy,Male Literacy,Female Literacy,Population Literacy Rate,Male Literacy Rate,Female Literacy Rate,Total People Educated,Data.without.level,Below Primary School,Primary School,Middle School,Population completed 10th Grade,Population Graduates,Age from 0-4 years,Age from 5-14 years,Age from 15-59 years,Age 60 and above,Total Workers,Main.workers,Marginal.workers,Non.workers,Total Inhabited Villages,Drinking water facilities,Safe Drinking water,Electricity Power Supply,Primary school,Middle schools,Secondary Senior schools,PermanentHouse,Semi permanent House,Temporary House
Orrisa,"District Baleshwar (08), Orissa (21)",2024508,1036511,987997,19.24,403653,5,953,943,11.28,Hindus,1937765,Muslims,76270,Christians,5967,1219495,722244,497251,70.56,81.69,58.9,1219495,12810,352280,365601,177018,235371,76372,193943,495987,1172333,162245,645133,483345,161788,1379375,2587,2587,2585,2314,1782,1125,586,11.8,18.6,69.6
Orrisa,District Bhadrak,1333749,675642,658107,20.47,238888,6,974,942,1.88,Hindus,1248486,Muslims,83993,NA,622,842855,487993,354862,73.86,84.65,62.85,842855,11595,234531,264062,124330,161403,46921,125928,328765,763577,115479,385119,301570,83549,948630,1243,1243,1243,973,954,547,318,8.4,6.1,85.6
Orrisa,"District Kendrapara * (10), Orissa (21)",1302005,646438,655567,13.25,271475,5,1014,940,0.52,Hindus,1257156,Muslims,43394,Christians,966,865643,484580,381063,76.81,87.11,66.76,865643,9907,238908,253080,139242,180835,43620,116394,302038,741962,141611,388296,293565,94731,913709,1407,1407,1399,1189,1109,623,371,14.3,4.2,81.5
Orrisa,District Jagatsinghapur,1057629,538881,518748,13.15,221783,5,963,925,0.82,Hindus,1014872,Muslims,40586,Christians,1119,737848,419922,317926,79.08,88.55,69.28,737848,8564,175753,210226,107179,193478,42623,82720,224376,635351,115182,329973,247726,82247,727656,1227,1227,1226,1093,905,465,293,25.4,7.6,67
Orrisa,"District Cuttack (12), Orissa (21)",2341094,1207781,1133313,14,466326,5,938,939,3.57,Hindus,2199526,Muslims,121529,Christians,10657,1574742,909527,665215,76.66,85.82,66.9,1574742,16069,390398,428041,251400,354489,134291,192634,492299,1424458,231703,794034,613883,180151,1547060,1856,1856,1852,1751,1432,695,424,39.9,13.2,47
Orrisa,District Jajapur,1624341,823747,800594,17.08,327129,5,972,936,7.76,NA,1543317,NA,77825,NA,1280,1004464,582222,422242,71.44,81.89,60.76,1004464,14965,258445,289716,162077,219666,59544,144388,379915,955029,145009,446525,347328,99197,1177816,1575,1575,1571,1457,1183,746,424,20.1,9.3,70.6
Orrisa,"District Dhenkanal (14), Orissa (21)",1066878,544001,522877,12.46,222023,5,961,925,12.79,Hindus,1060943,Muslims,4177,Christians,468,639363,377237,262126,69.42,80.57,57.89,639363,13157,206700,191465,87602,109048,31348,97462,241556,632513,95347,356513,261875,94638,710365,1076,1075,1069,885,821,431,277,26.8,6.9,66.3
Orrisa,District Nayagarh,864516,446177,418339,10.39,178231,5,938,903,5.88,Hindus,859219,Muslims,4233,NA,592,529840,319662,210178,70.52,82.66,57.64,529840,10484,177851,166957,71909,80575,22038,75395,187035,512505,89581,288053,205676,82377,576463,1531,1531,1527,988,849,361,206,30.5,17.2,52.2
Orrisa,District Khordha,1877395,986886,890509,24.79,374338,5,902,925,5.18,Hindus,1798214,Muslims,67040,Christians,8821,1310867,762288,548579,79.59,87.9,70.36,1310867,17780,296834,337969,197922,290926,169403,155718,392126,1174599,154952,575063,480247,94816,1302332,1358,1358,1357,1233,957,490,261,47.5,11.2,41.2
Orrisa,"District Puri (18), Orissa (21)",1502682,763389,739293,14.8,287463,5,968,930,0.3,Hindus,1459872,Muslims,38318,Christians,2764,1024523,586378,438145,77.96,88.08,67.57,1024523,16211,302914,306686,173065,167251,58355,126508,321644,906393,148137,450540,373481,77059,1052142,1591,1591,1589,1511,1148,593,296,27.5,12.8,59.7
Orrisa,"District Ganjam (19), Orissa (21)",3160635,1581986,1578649,16.01,644919,5,998,939,2.88,Hindus,3132628,Christians,14818,Muslims,10910,1631722,1005585,626137,60.77,75.22,46.44,1631722,55649,515568,522328,191227,269998,76807,314793,771398,1795114,279330,1305932,819726,486206,1854703,2812,2801,2738,2177,2129,733,404,51,10.6,38.3
Orrisa,District Gajapati,518837,255423,263414,14.02,111405,5,1031,964,50.78,Hindus,341308,Christians,173663,Buddhists,1972,175850,113924,61926,41.26,54.71,28.42,175850,7626,57387,54959,21643,27286,6935,61359,135799,286870,34809,275534,179992,95542,243303,1512,1512,1423,739,895,126,59,26.9,15.9,57.2
Orrisa,"District Kandhamal (21), Orissa (21)",648201,322799,325402,18.6,145676,4,1008,970,51.96,Hindus,527757,Christians,117950,Muslims,2253,279705,183733,95972,52.68,69.79,35.86,279705,5556,103469,82864,40427,37775,9581,79640,170728,355500,42333,306209,176128,130081,341992,2379,2377,2262,638,1427,248,118,21.4,20.1,58.5
Orrisa,District Baudh,373372,188155,185217,17.45,83245,4,984,965,12.47,Hindus,372070,Muslims,747,NA,294,180321,119757,60564,57.73,76.23,39.02,180321,4872,77074,55094,20616,17922,4743,42751,84780,215518,30323,170761,105794,64967,202611,1115,1113,1106,522,553,121,55,10.1,8.2,81.7
Orrisa,District Sonapur,541835,275601,266234,13.39,115533,5,966,967,9.78,Hindus,538472,Muslims,1633,Christians,1396,291931,186549,105382,62.84,78.94,46.17,291931,10086,101666,92739,38938,39324,9162,52316,127120,312878,49521,236980,148695,88285,304855,829,824,823,613,654,212,100,19.3,20.4,60.3
Orrisa,"District Balangir (24), Orissa (21)",1337194,673985,663209,8.52,303385,4,984,967,20.63,Hindus,1312924,Christians,13801,Muslims,6138,638048,413224,224824,55.7,71.67,39.51,638048,24042,196334,202083,80273,107242,28036,131174,301583,776713,127724,559750,351689,208061,777444,1764,1762,1762,1290,1672,399,263,29.5,47.7,22.7
Orrisa,District Nuapada,530690,264396,266294,13,122601,4,1007,968,34.71,Hindus,523309,Muslims,4045,Christians,1496,187412,129461,57951,42,58.46,25.79,187412,6822,65176,54005,28352,27390,5644,57219,127649,296927,48895,244360,131561,112799,286330,648,648,646,367,575,223,80,22.1,72.1,5.9
Orrisa,"District Kalahandi (26), Orissa (21)",1335494,667526,667968,17.99,320624,4,1001,984,28.65,Hindus,1322363,Christians,6923,Muslims,3592,513383,349473,163910,45.94,62.66,29.28,513383,21290,174170,156321,67866,75827,17904,149347,307070,769364,109713,620950,382050,238900,714544,2099,2082,2012,907,1315,401,220,29.3,63,7.7
Orrisa,District Rayagada,831109,409792,421317,15.27,190381,4,1028,980,55.76,Hindus,770572,Christians,55220,Muslims,4545,247829,162061,85768,36.15,48.18,24.56,247829,10897,78406,71574,30897,43441,12584,96043,207717,476079,51270,399184,249909,149275,431925,2467,2462,2371,733,1291,158,73,20.5,25.9,53.7
Orrisa,District Nabarangapur,1025766,515162,510604,20.26,227026,5,991,998,55.03,Hindus,991639,Christians,26118,Muslims,6867,284538,198294,86244,33.93,47.04,20.67,284538,24865,108940,78755,35023,30256,6677,124190,271024,566040,64512,507395,264800,242595,518371,876,873,870,435,780,247,95,13,40.1,46.9
Orrisa,"District Koraput (29), Orissa (21)",1180637,590743,589894,14.41,284876,4,999,983,49.62,Hindus,1119527,Christians,51323,Muslims,8401,350044,231055,118989,35.72,47.2,24.26,350044,19240,106236,93337,43481,66172,21567,131988,291370,687502,69777,570435,353367,217068,610202,1922,1922,1867,683,1234,199,106,25.1,25.9,49
Orrisa,District Malkangiri,504198,252507,251691,13.71,109483,5,997,981,57.43,Hindus,495556,Christians,6300,Muslims,1807,126498,83170,43328,30.53,40.14,20.91,126498,5681,44192,38736,18120,15959,3806,58127,136175,280097,29799,247624,154179,93445,256574,979,933,886,100,543,109,46,12.9,38.8,48.2
Pondicherry,"District Yanam (01), Pondicherry (34)",31394,15893,15501,54.52,7226,4,975,963,NA,Hindus,30019,Muslims,831,Christians,513,19898,10760,9138,73.72,78.82,68.5,19898,221,4162,5933,3000,4809,1773,2985,7130,19101,2178,9909,9298,611,21485,NA,NA,NA,NA,NA,NA,NA,77.1,3.4,19.5
Pondicherry,"District Pondicherry (02), Pondicherry (34)",735332,369428,365904,20.82,163864,4,990,966,NA,Hindus,660251,Christians,50217,Muslims,23276,522782,287494,235288,80.66,88.44,72.84,522782,8846,69029,133263,106616,149493,55530,63182,132252,479055,60843,265876,247949,17927,469456,63,63,63,63,62,38,37,61.9,12.9,25.2
Pondicherry,"District Mahe (03), Pondicherry (34)",36828,17153,19675,10.09,6054,6,1147,910,NA,Hindus,24590,Muslims,11411,Christians,816,31234,14614,16620,95.66,97.64,93.98,31234,273,4629,8270,6924,9215,1923,3045,6409,23730,3644,9308,8420,888,27520,NA,NA,NA,NA,NA,NA,NA,93.2,4,2.8
Pondicherry,"District Karaikal (04), Pondicherry (34)",170791,84487,86304,17.11,38394,4,1022,979,NA,Hindus,130589,Muslims,23840,Christians,16142,122453,65890,56563,81.94,89.4,74.68,122453,1328,18811,35218,25426,32531,9138,15405,32278,107944,15164,57562,51700,5862,113229,29,29,29,29,28,18,18,46.6,21.7,31.6
Punjab,"District Gurdaspur (01), Punjab (03)",2104011,1113077,990934,19.33,366025,6,890,788,NA,Hindus,996246,Sikhs,934963,Christians,148981,1345447,763030,582417,73.77,79.78,67.15,1345447,21230,223419,333312,236226,461359,69513,188524,480716,1233042,201729,700557,568322,132235,1403454,1532,1531,1531,1532,1375,443,269,85.3,10.8,3.9
Punjab,"District Amritsar (02), Punjab (03)",3096077,1650589,1445488,22.72,541339,6,876,789,NA,Sikhs,2383575,Hindus,648284,Christians,51948,1793999,1024448,769551,67.27,72.61,61.26,1793999,36625,330327,440311,281407,588144,116805,286056,727605,1799007,283409,1112200,938100,174100,1983877,1185,1151,1151,1185,1114,611,307,83,10.8,6.2
Punjab,"District Kapurthala (03), Punjab (03)",754521,399623,354898,16.34,136664,6,888,784,NA,Sikhs,448654,Hindus,286438,Buddhists,7740,487554,273723,213831,73.93,79.02,68.29,487554,7382,81344,120637,86011,160506,31470,63447,168504,447642,74928,262741,231222,31519,491780,618,618,618,618,478,194,123,93.7,4.4,1.9
Punjab,"District Jalandhar (04), Punjab (03)",1962700,1040177,922523,18.4,364030,5,887,805,NA,Hindus,1158868,Sikhs,740841,Christians,22106,1352044,752915,599129,78.04,82.49,73.08,1352044,17704,209338,321830,229657,449212,123954,154749,413991,1206116,187844,676835,599324,77511,1285865,934,934,934,934,832,361,230,92.7,5.4,1.9
Punjab,"District Hoshiarpur (05), Punjab (03)",1480736,765132,715604,13.81,279904,5,935,812,NA,Hindus,871923,Sikhs,574862,Muslims,15394,1050378,573589,476789,81.02,86.45,75.32,1050378,9400,175253,267773,196060,347343,54347,126077,320421,870131,164107,513351,415123,98228,967385,1386,1386,1361,1386,1232,332,235,91.9,5.8,2.4
Punjab,"District Nawanshahr * (06), Punjab (03)",587468,306902,280566,10.43,107763,5,914,808,NA,Hindus,356710,Sikhs,219856,Buddhists,5005,394429,221584,172845,76.43,82.86,69.52,394429,5273,72248,113131,71063,117099,15552,48267,128195,347024,63982,263698,238405,25293,323770,465,465,465,465,414,200,154,95.5,3.3,1.2
Punjab,"District Rupnagar (07), Punjab (03)",1116108,596582,519526,23.39,205954,5,871,794,NA,Sikhs,635651,Hindus,452419,Muslims,22600,760067,434213,325854,78.08,83.97,71.4,760067,7652,127017,188319,127864,241745,67260,96371,244872,667831,107034,437343,397119,40224,678765,864,864,864,864,785,278,212,88.2,8.1,3.7
Punjab,"District Fatehgarh Sahib * (08), Punjab (03)",538041,290137,247904,18.65,93414,6,854,766,NA,NA,401172,NA,122656,NA,12789,347364,197686,149678,73.65,78.27,68.31,347364,4502,61585,98165,63487,102297,17270,44830,116853,325129,51229,206139,182020,24119,331902,442,442,442,442,419,129,103,91,7,2.1
Punjab,"District Ludhiana (09), Punjab (03)",3032831,1662716,1370115,24.79,558650,5,824,816,NA,Sikhs,1744446,Hindus,1205128,Muslims,52220,2036278,1170514,865764,76.5,80.25,71.95,2036278,35142,322639,490418,345583,664797,177203,249762,644346,1879895,258828,1149638,1041517,108121,1883193,897,897,897,897,842,450,291,93.1,4.5,2.4
Punjab,"District Moga * (10), Punjab (03)",894854,474139,420715,13.93,153744,6,887,818,NA,Sikhs,767769,Hindus,117786,Muslims,5994,494525,278962,215563,63.52,68.01,58.52,494525,9172,103696,141484,82548,137872,19640,77989,203769,519736,93360,358763,302602,56161,536091,321,321,321,321,297,205,187,87.3,7.6,5.1
Punjab,"District Firozpur (11), Punjab (03)",1746107,926224,819883,20.42,301112,6,885,822,NA,Sikhs,896628,Hindus,820234,Christians,23093,903273,539345,363928,60.69,68.73,51.72,903273,17967,202779,249084,153723,237261,42295,170594,432493,997597,145423,648676,535889,112787,1097431,968,954,953,968,866,406,166,68.8,9.5,21.7
Punjab,"District Muktsar * (12), Punjab (03)",777493,411217,366276,18.68,135442,6,891,811,NA,Sikhs,576231,Hindus,196039,Muslims,2643,391658,231134,160524,58.2,65.39,50.25,391658,8560,86921,106371,68229,103194,18336,69651,179224,456441,72177,309572,264579,44993,467921,234,234,234,234,230,172,124,76.1,11.9,12.1
Punjab,"District Faridkot (13), Punjab (03)",550892,292596,258296,21.42,97690,6,883,812,NA,Sikhs,427104,Hindus,119702,Muslims,1739,295618,171670,123948,61.95,68.15,55.03,295618,4653,62735,78777,47844,83477,18108,49420,126760,323257,51455,209754,181873,27881,341138,163,163,163,163,160,139,63,85,8.3,6.7
Punjab,"District Bathinda (14), Punjab (03)",1183295,632809,550486,19.89,208993,6,870,785,NA,NA,876426,NA,292984,NA,9847,632570,372228,260342,61.18,67.78,53.7,632570,15504,129527,167149,101163,178842,40236,99487,265093,706688,112027,500667,408924,91743,682628,280,280,280,280,280,185,150,84.4,9.9,5.7
Punjab,"District Mansa * (15), Punjab (03)",688758,366446,322312,19.83,121075,6,880,781,NA,Sikhs,539514,Hindus,139225,Muslims,7071,310632,184064,126568,52.41,58.9,45.18,310632,7927,78444,87634,49923,74797,11881,64292,163473,393359,67634,281491,227622,53869,407267,238,237,237,238,237,135,67,74.3,20.3,5.4
Punjab,"District Sangrur (16), Punjab (03)",2000173,1069289,930884,18.57,348922,6,871,785,NA,Sikhs,1400149,Hindus,434873,Muslims,157838,1041310,606437,434873,59.98,65.81,53.38,1041310,19550,229215,289589,167272,284127,51416,177331,458119,1173081,191642,814098,714076,100022,1186075,697,697,697,697,684,417,244,85,13.2,1.8
Punjab,"District Patiala (17), Punjab (03)",1844934,987390,857544,20.31,327859,6,868,776,NA,Sikhs,1024546,Hindus,778427,Muslims,34828,1119824,646751,473073,69.78,75.88,62.86,1119824,17201,209048,291071,190361,320437,91461,161891,414704,1109552,158787,681951,589015,92936,1162983,1054,1053,1053,1054,986,333,161,85.3,11.8,2.9
Rajasthan,"District Ganganagar (01), Rajasthan (08)",1789423,955378,834045,27.53,303107,6,873,849,0.82,Hindus,1299812,Sikhs,441409,Muslims,42442,965445,599877,365568,64.74,75.53,52.44,965445,37594,282038,272986,159919,166798,46110,201479,462632,1009321,115991,719792,552559,167233,1069631,2830,2820,2221,1817,1653,536,129,41.9,5.4,52.7
Rajasthan,"District Hanumangarh * (02), Rajasthan (08)",1518005,801486,716519,24.34,247838,6,894,871,0.66,Hindus,1227688,Sikhs,192007,Muslims,94614,795660,499697,295963,63.05,75.18,49.56,795660,44666,275091,218570,120271,113206,23856,174358,405071,842316,96260,628311,491225,137086,889694,1773,1773,1481,1221,759,376,161,40.9,8.2,50.3
Rajasthan,"District Bikaner (03), Rajasthan (08)",1674271,886075,788196,38.18,248960,7,890,916,0.36,Hindus,1445088,Muslims,172372,Others,31235,766862,501257,265605,56.91,70.05,42.03,766862,33572,231180,197222,125597,131025,48265,223691,457699,894893,97988,661457,522482,138975,1012814,712,686,552,485,611,277,66,59.6,3.9,36.5
Rajasthan,"District Churu (04), Rajasthan (08)",1923878,987781,936097,24.6,290619,7,948,911,0.52,Hindus,1698106,Muslims,210446,Others,13882,1028880,627121,401759,66.81,79.69,53.35,1028880,155538,394344,233275,125205,98989,21529,263566,549096,983945,127271,853899,587431,266468,1069979,946,925,897,877,909,488,181,77,6.8,15.9
Rajasthan,"District Jhunjhunun (05), Rajasthan (08)",1913689,983526,930163,20.9,299391,6,946,862,1.92,Hindus,1713599,Muslims,197707,Sikhs,1059,1152872,691728,461144,73.04,86.09,59.51,1152872,108783,383211,285006,182336,158524,35009,227101,530172,1013685,142731,760910,495148,265762,1152779,855,855,855,848,843,485,257,90.9,3.9,5.2
Rajasthan,"District Alwar (06), Rajasthan (08)",2992592,1586752,1405840,30.23,461973,6,886,887,8.02,Hindus,2535155,Muslims,383204,Sikhs,55530,1488281,998253,490028,61.74,78.09,43.28,1488281,61865,416188,397269,279773,258478,74707,395197,837273,1552587,207535,1458686,947587,511099,1533906,1954,1954,1950,1843,1811,736,269,82.5,5.2,12.3
Rajasthan,"District Bharatpur (07), Rajasthan (08)",2101142,1133425,967717,27.05,313897,7,854,878,2.24,Hindus,1804599,Muslims,264709,Sikhs,23472,1063582,729301,334281,63.57,80.54,43.56,1063582,78057,370558,259166,181635,136521,37645,288703,609309,1061589,141541,852913,573547,279366,1248229,1366,1365,1364,1238,1298,511,174,81.4,6.5,12
Rajasthan,"District Dhaulpur (08), Rajasthan (08)",983258,538103,445155,31.13,142256,7,827,859,4.84,Hindus,918158,Muslims,60125,Others,2685,458782,315121,143661,60.13,75.09,41.84,458782,25731,186508,119366,67696,46894,12585,148673,297901,479836,56848,429314,273184,156130,553944,786,786,785,521,723,229,63,76.3,6.2,17.6
Rajasthan,"District Karauli * (09), Rajasthan (08)",1209665,651998,557667,29.96,180512,7,855,873,22.37,Hindus,1138712,Muslims,66536,Others,3760,608672,412709,195963,63.38,79.54,44.39,608672,62398,230601,149450,84870,65042,16311,167825,351250,603063,87527,483110,355450,127660,726555,755,754,753,555,695,317,120,76.9,20.6,2.5
Rajasthan,"District Sawai Madhopur (10), Rajasthan (08)",1117057,591307,525750,27.44,176738,6,889,901,21.58,Hindus,978292,Muslims,126145,Others,10660,515913,365498,150415,56.67,75.74,35.17,515913,28834,153627,131165,94399,79537,28351,139068,309678,584937,83374,469164,366794,102370,647893,718,718,717,563,652,259,85,65.4,28.4,6.2
Rajasthan,"District Dausa * (11), Rajasthan (08)",1317063,693438,623625,32.42,193498,7,899,905,26.82,Hindus,1276926,Muslims,35282,Others,3908,650576,439937,210639,61.84,79.35,42.32,650576,38651,211200,157487,113274,101117,28847,178433,377715,672380,88535,542534,417275,125259,774529,1025,1025,1025,919,875,334,103,77.3,9.9,12.8
Rajasthan,"District Jaipur (12), Rajasthan (08)",5251071,2768203,2482868,35.1,815766,6,897,898,7.86,Hindus,4629461,Muslims,515124,Others,73631,3027923,1891074,1136849,69.9,82.8,55.52,3027923,129553,755975,691865,516810,606755,326964,622009,1382418,2901430,345214,1864055,1584361,279694,3387016,2077,2077,2076,1962,1863,735,283,83.2,5.8,11
Rajasthan,"District Sikar (13), Rajasthan (08)",2287788,1172753,1115035,24.11,333300,7,951,885,2.73,Hindus,2019396,Muslims,261714,Others,4957,1317144,801815,515329,70.47,84.34,56.11,1317144,86773,414024,355110,217442,192894,50901,281160,659222,1182127,165279,887915,633421,254494,1399873,986,985,985,965,945,522,239,88.4,3.3,8.2
Rajasthan,"District Nagaur (14), Rajasthan (08)",2775058,1424967,1350091,29.33,421118,7,947,915,0.23,Hindus,2399173,Muslims,356405,Others,17478,1287921,852126,435795,57.28,74.1,39.67,1287921,99949,449191,340224,195832,161518,41207,354671,780118,1432060,208209,1129514,844039,285475,1645544,1480,1466,1461,1417,1417,630,233,83.9,5.1,11
Rajasthan,"District JodHimachal Pradeshur (15), Rajasthan (08)",2886505,1513890,1372615,33.77,456877,6,907,919,2.76,Hindus,2528049,Muslims,310114,Others,36694,1319879,892731,427148,56.67,72.96,38.64,1319879,51685,373470,333990,223180,235776,101764,379384,791184,1522520,193417,1105009,829721,275288,1781496,1058,1058,1047,911,983,482,165,74.9,7.9,17.2
Rajasthan,"District Jaisalmer (16), Rajasthan (08)",508247,279101,229146,47.45,85385,6,821,868,5.48,Hindus,383638,Muslims,120174,Sikhs,2086,201960,145203,56757,50.97,66.26,32.05,201960,15463,77037,46044,27054,28129,8233,77588,138676,260643,31340,211687,153139,58548,296560,600,576,544,183,473,159,38,42.6,10.3,47.1
Rajasthan,"District Barmer (17), Rajasthan (08)",1964835,1038247,926588,36.83,309739,6,892,918,6.04,Hindus,1695047,Muslims,231918,Others,35744,902027,590123,311904,58.99,72.76,43.45,902027,164788,370095,186398,91014,70014,19718,302215,545120,978039,139461,919729,680208,239521,1045106,1933,1933,1828,948,1777,521,133,28.3,14,57.8
Rajasthan,"District Jalor (18), Rajasthan (08)",1448940,737880,711060,26.78,238489,6,964,921,8.75,Hindus,1368861,Muslims,57934,Others,21015,528975,372768,156207,46.49,64.72,27.8,528975,32202,237570,143657,65123,39067,11356,212461,421813,711548,103118,727209,506324,220885,721731,697,697,691,627,679,338,98,39.7,45,15.3
